"Sample_ID","total_sites","homozygous_sites","heterozygous_sites","missing_sites","prop_homozygous","prop_heterozygous","prop_missing"
"TAMex0031.1",983,836,98,49,0.850457782299084,0.0996948118006104,0.0498474059003052
"TAMex0032.1",983,742,197,44,0.754832146490336,0.200406917599186,0.0447609359104781
"TAMex0033.1",983,568,199,216,0.577822990844354,0.202441505595117,0.219735503560529
"TAMex0035.1",983,708,203,72,0.720244150559512,0.206510681586979,0.0732451678535097
"TAMex0036.2",983,717,214,52,0.7293997965412,0.217700915564598,0.0528992878942014
"TAMex0037.1",983,755,197,31,0.768056968463886,0.200406917599186,0.0315361139369278
"TAMex0038.1",983,726,224,33,0.738555442522889,0.227873855544252,0.0335707019328586
"TAMex0039.1",983,734,219,30,0.746693794506612,0.222787385554425,0.0305188199389624
"TAMex0043.1",983,685,226,72,0.696846388606307,0.229908443540183,0.0732451678535097
"TAMex0045.2",983,733,227,23,0.745676500508647,0.230925737538149,0.0233977619532045
"TAMex0046.1",983,724,208,51,0.736520854526958,0.211597151576806,0.051881993896236
"TAMex0047.1",983,723,231,29,0.735503560528993,0.23499491353001,0.0295015259409969
"TAMex0048.1",983,743,193,47,0.755849440488301,0.196337741607325,0.0478128179043744
"TAMex0050.1",983,816,110,57,0.830111902339776,0.111902339776195,0.0579857578840285
"TAMex0052.1",983,679,241,63,0.690742624618515,0.245167853509664,0.064089521871821
"TAMex0065.3",983,742,180,61,0.754832146490336,0.183112919633774,0.0620549338758901
"TAMex0067.2",983,716,235,32,0.728382502543235,0.239064089521872,0.0325534079348932
"TAMex0068.1",983,719,219,45,0.731434384537131,0.222787385554425,0.0457782299084435
"TAMex0069.1",983,748,196,39,0.760935910478128,0.199389623601221,0.0396744659206511
"TAMex0070.1",983,698,237,48,0.710071210579858,0.241098677517803,0.0488301119023398
"TAMex0071.3",983,708,243,32,0.720244150559512,0.247202441505595,0.0325534079348932
"TAMex0073.2",983,701,223,59,0.713123092573754,0.226856561546287,0.0600203458799593
"TAMex0076.1",983,733,216,34,0.745676500508647,0.219735503560529,0.034587995930824
"TAMex0077.1",983,688,261,34,0.699898270600203,0.265513733468973,0.034587995930824
"TAMex0078.1",983,667,252,64,0.67853509664293,0.256358087487284,0.0651068158697864
"TAMex0079.1",983,674,258,51,0.685656154628688,0.262461851475076,0.051881993896236
"TAMex0082.1",983,700,241,42,0.712105798575788,0.245167853509664,0.0427263479145473
"TAMex0083.1",983,738,212,33,0.750762970498474,0.215666327568667,0.0335707019328586
"TAMex0090.1",983,718,225,40,0.730417090539166,0.228891149542218,0.0406917599186165
"TAMex0091.1",983,705,225,53,0.717192268565615,0.228891149542218,0.0539165818921668
"TAMex0092.1",983,751,200,32,0.763987792472024,0.203458799593082,0.0325534079348932
"TAMex0093.1",983,718,201,64,0.730417090539166,0.204476093591048,0.0651068158697864
"TAMex0094.1",983,715,231,37,0.72736520854527,0.23499491353001,0.0376398779247202
"TAMex0095.3",983,701,244,38,0.713123092573754,0.248219735503561,0.0386571719226857
"TAMex0100.2",983,724,217,42,0.736520854526958,0.220752797558494,0.0427263479145473
"TAMex0103.2",983,688,228,67,0.699898270600203,0.231943031536114,0.0681586978636826
"TAMex0104.2",983,730,208,45,0.742624618514751,0.211597151576806,0.0457782299084435
"TAMex0105.1",983,710,226,47,0.722278738555443,0.229908443540183,0.0478128179043744
"TAMex0106.1",983,744,199,40,0.756866734486267,0.202441505595117,0.0406917599186165
"TAMex0108.3",983,697,221,65,0.709053916581892,0.224821973550356,0.0661241098677518
"TAMex0110.1",983,756,201,26,0.769074262461852,0.204476093591048,0.0264496439471007
"TAMex0111.2",983,701,215,67,0.713123092573754,0.218718209562564,0.0681586978636826
"TAMex0112.1",983,684,274,25,0.695829094608342,0.278738555442523,0.0254323499491353
"TAMex0113.1",983,730,209,44,0.742624618514751,0.212614445574771,0.0447609359104781
"TAMex0114.1",983,731,204,48,0.743641912512716,0.207527975584944,0.0488301119023398
"TAMex0115.1",983,747,202,34,0.759918616480163,0.205493387589013,0.034587995930824
"TAMex0116.1",983,703,212,68,0.715157680569685,0.215666327568667,0.069175991861648
"TAMex0118.1",983,711,216,56,0.723296032553408,0.219735503560529,0.0569684638860631
"TAMex0122.2",983,722,222,39,0.734486266531027,0.225839267548321,0.0396744659206511
"TAMex0123.1",983,715,220,48,0.72736520854527,0.223804679552391,0.0488301119023398
"TAMex0126.2",983,706,238,39,0.718209562563581,0.242115971515768,0.0396744659206511
"TAMex0127.1",983,707,234,42,0.719226856561546,0.238046795523906,0.0427263479145473
"TAMex0130.1",983,711,246,26,0.723296032553408,0.250254323499491,0.0264496439471007
"TAMex0138.1",983,703,220,60,0.715157680569685,0.223804679552391,0.0610376398779247
"TAMex0139.2",983,765,188,30,0.77822990844354,0.191251271617497,0.0305188199389624
"TAMex0141.1",983,698,252,33,0.710071210579858,0.256358087487284,0.0335707019328586
"TAMex0143.1",983,738,201,44,0.750762970498474,0.204476093591048,0.0447609359104781
"TAMex0144.1",983,712,221,50,0.724313326551373,0.224821973550356,0.0508646998982706
"TAMex0146.1",983,747,204,32,0.759918616480163,0.207527975584944,0.0325534079348932
"TAMex0148.1",983,758,202,23,0.771108850457782,0.205493387589013,0.0233977619532045
"TAMex0149.2",983,690,242,51,0.701932858596134,0.24618514750763,0.051881993896236
"TAMex0150.3",983,676,262,45,0.687690742624618,0.266531027466938,0.0457782299084435
"TAMex0151.3",983,678,245,60,0.689725330620549,0.249237029501526,0.0610376398779247
"TAMex0153.1",983,724,207,52,0.736520854526958,0.21057985757884,0.0528992878942014
"TAMex0154.3",983,703,241,39,0.715157680569685,0.245167853509664,0.0396744659206511
"TAMex0155.1",983,674,241,68,0.685656154628688,0.245167853509664,0.069175991861648
"TAMex0156.1",983,697,258,28,0.709053916581892,0.262461851475076,0.0284842319430315
"TAMex0157.2",983,700,184,99,0.712105798575788,0.187182095625636,0.100712105798576
"TAMex0158.1",983,684,243,56,0.695829094608342,0.247202441505595,0.0569684638860631
"TAMex0163.1",983,741,199,43,0.75381485249237,0.202441505595117,0.0437436419125127
"TAMex0164.2",983,690,254,39,0.701932858596134,0.258392675483215,0.0396744659206511
"TAMex0165.1",983,758,168,57,0.771108850457782,0.170905391658189,0.0579857578840285
"TAMex0167.1",983,720,231,32,0.732451678535097,0.23499491353001,0.0325534079348932
"TAMex0169.1",983,746,213,24,0.758901322482197,0.216683621566633,0.0244150559511699
"TAMex0170.2",983,759,183,41,0.772126144455748,0.18616480162767,0.0417090539165819
"TAMex0171.1",983,730,231,22,0.742624618514751,0.23499491353001,0.0223804679552391
"TAMex0176.1",983,796,164,23,0.809766022380468,0.166836215666328,0.0233977619532045
"TAMex0177.2",983,704,230,49,0.71617497456765,0.233977619532045,0.0498474059003052
"TAMex0181.2",983,702,234,47,0.714140386571719,0.238046795523906,0.0478128179043744
"TAMex0184.1",983,711,217,55,0.723296032553408,0.220752797558494,0.0559511698880977
"TAMex0185.1",983,741,206,36,0.75381485249237,0.209562563580875,0.0366225839267548
"TAMex0186.2",983,756,176,51,0.769074262461852,0.179043743641913,0.051881993896236
"TAMex0187.2",983,721,225,37,0.733468972533062,0.228891149542218,0.0376398779247202
"TAMex0189.3",983,728,224,31,0.74059003051882,0.227873855544252,0.0315361139369278
"TAMex0193.3",983,713,240,30,0.725330620549339,0.244150559511699,0.0305188199389624
"TAMex0197.1",983,758,186,39,0.771108850457782,0.189216683621567,0.0396744659206511
"TAMex0198.1",983,762,173,48,0.775178026449644,0.175991861648016,0.0488301119023398
"TAMex0199.3",983,640,218,125,0.651068158697864,0.22177009155646,0.127161749745677
"TAMex0202.2",983,711,234,38,0.723296032553408,0.238046795523906,0.0386571719226857
"TAMex0205.1",983,743,217,23,0.755849440488301,0.220752797558494,0.0233977619532045
"TAMex0207.2",983,681,243,59,0.692777212614446,0.247202441505595,0.0600203458799593
"TAMex0211.1",983,690,244,49,0.701932858596134,0.248219735503561,0.0498474059003052
"TAMex0213.1",983,727,211,45,0.739572736520855,0.214649033570702,0.0457782299084435
"TAMex0214.1",983,766,196,21,0.779247202441506,0.199389623601221,0.0213631739572737
"TAMex0215.3",983,769,169,45,0.782299084435402,0.171922685656155,0.0457782299084435
"TAMex0216.3",983,696,206,81,0.708036622583927,0.209562563580875,0.0824008138351984
"TAMex0218.1",983,739,225,19,0.751780264496439,0.228891149542218,0.0193285859613428
"TAMex0222.1",983,709,242,32,0.721261444557477,0.24618514750763,0.0325534079348932
"TAMex0224.1",983,705,240,38,0.717192268565615,0.244150559511699,0.0386571719226857
"TAMex0225.1",983,841,104,38,0.855544252288912,0.105798575788403,0.0386571719226857
"TAMex0226.1",983,757,201,25,0.770091556459817,0.204476093591048,0.0254323499491353
"TAMex0227.3",983,459,171,353,0.466937945066124,0.173957273652085,0.35910478128179
"TAMex0230.1",983,751,184,48,0.763987792472024,0.187182095625636,0.0488301119023398
"TAMex0231.1",983,678,254,51,0.689725330620549,0.258392675483215,0.051881993896236
"TAMex0233.1",983,704,224,55,0.71617497456765,0.227873855544252,0.0559511698880977
"TAMex0235.2",983,752,199,32,0.76500508646999,0.202441505595117,0.0325534079348932
"TAMex0236.1",983,701,229,53,0.713123092573754,0.232960325534079,0.0539165818921668
"TAMex0238.1",983,691,236,56,0.7029501525941,0.240081383519837,0.0569684638860631
"TAMex0239.1",983,702,208,73,0.714140386571719,0.211597151576806,0.0742624618514751
"TAMex0240.2",983,686,230,67,0.697863682604273,0.233977619532045,0.0681586978636826
"TAMex0241.1",983,695,238,50,0.707019328585961,0.242115971515768,0.0508646998982706
"TAMex0242.1",983,670,237,76,0.681586978636826,0.241098677517803,0.0773143438453713
"TAMex0245.3",983,651,300,32,0.662258392675483,0.305188199389624,0.0325534079348932
"TAMex0247.3",983,815,122,46,0.829094608341811,0.12410986775178,0.046795523906409
"TAMex0249.1",983,681,250,52,0.692777212614446,0.254323499491353,0.0528992878942014
"TAMex0250.1",983,679,265,39,0.690742624618515,0.269582909460834,0.0396744659206511
"TAMex0251.1",983,690,236,57,0.701932858596134,0.240081383519837,0.0579857578840285
"TAMex0252.1",983,711,239,33,0.723296032553408,0.243133265513733,0.0335707019328586
"TAMex0253.2",983,732,226,25,0.744659206510682,0.229908443540183,0.0254323499491353
"TAMex0255.1",983,756,185,42,0.769074262461852,0.188199389623601,0.0427263479145473
"TAMex0256.3",983,624,156,203,0.634791454730417,0.158697863682604,0.206510681586979
"TAMex0257.1",983,697,211,75,0.709053916581892,0.214649033570702,0.0762970498474059
"TAMex0260.1",983,732,188,63,0.744659206510682,0.191251271617497,0.064089521871821
"TAMex0261.1",983,702,238,43,0.714140386571719,0.242115971515768,0.0437436419125127
"TAMex0263.2",983,683,256,44,0.694811800610376,0.260427263479145,0.0447609359104781
"TAMex0266.1",983,702,235,46,0.714140386571719,0.239064089521872,0.046795523906409
"TAMex0267.2",983,713,239,31,0.725330620549339,0.243133265513733,0.0315361139369278
"TAMex0268.1",983,687,257,39,0.698880976602238,0.261444557477111,0.0396744659206511
"TAMex0269.2",983,695,229,59,0.707019328585961,0.232960325534079,0.0600203458799593
"TAMex0270.5",983,690,228,65,0.701932858596134,0.231943031536114,0.0661241098677518
"TAMex0272.2",983,736,220,27,0.748728382502543,0.223804679552391,0.0274669379450661
"TAMex0273.1",983,679,273,31,0.690742624618515,0.277721261444557,0.0315361139369278
"TAMex0274.1",983,797,152,34,0.810783316378433,0.154628687690743,0.034587995930824
"TAMex0276.1",983,722,214,47,0.734486266531027,0.217700915564598,0.0478128179043744
"TAMex0278.1",983,809,142,32,0.822990844354018,0.144455747711089,0.0325534079348932
"TAMex0280.3",983,618,224,141,0.628687690742625,0.227873855544252,0.143438453713123
"TAMex0283.1",983,737,218,28,0.749745676500509,0.22177009155646,0.0284842319430315
"TAMex0284.1",983,700,229,54,0.712105798575788,0.232960325534079,0.0549338758901322
"TAMex0285.1",983,776,182,25,0.78942014242116,0.185147507629705,0.0254323499491353
"TAMex0286.2",983,752,166,65,0.76500508646999,0.168870803662258,0.0661241098677518
"TAMex0287.1",983,719,245,19,0.731434384537131,0.249237029501526,0.0193285859613428
"TAMex0288.1",983,708,238,37,0.720244150559512,0.242115971515768,0.0376398779247202
"TAMex0289.1",983,772,176,35,0.785350966429298,0.179043743641913,0.0356052899287894
"TAMex0291.1",983,716,225,42,0.728382502543235,0.228891149542218,0.0427263479145473
"TAMex0297.1",983,737,220,26,0.749745676500509,0.223804679552391,0.0264496439471007
"TAMex0299.1",983,658,250,75,0.669379450661241,0.254323499491353,0.0762970498474059
"TAMex0301.1",983,705,226,52,0.717192268565615,0.229908443540183,0.0528992878942014
"TAMex0304.2",983,682,267,34,0.693794506612411,0.271617497456765,0.034587995930824
"TAMex0306.2",983,696,251,36,0.708036622583927,0.255340793489318,0.0366225839267548
"TAMex0307.2",983,661,241,81,0.672431332655137,0.245167853509664,0.0824008138351984
"TAMex0308.1",983,751,190,42,0.763987792472024,0.193285859613428,0.0427263479145473
"TAMex0311.2",983,715,230,38,0.72736520854527,0.233977619532045,0.0386571719226857
"TAMex0314.2",983,681,250,52,0.692777212614446,0.254323499491353,0.0528992878942014
"TAMex0316.2",983,755,184,44,0.768056968463886,0.187182095625636,0.0447609359104781
"TAMex0317.1",983,875,74,34,0.890132248219735,0.0752797558494405,0.034587995930824
"TAMex0318.1",983,691,239,53,0.7029501525941,0.243133265513733,0.0539165818921668
"TAMex0319.2",983,746,197,40,0.758901322482197,0.200406917599186,0.0406917599186165
"TAMex0324.1",983,721,222,40,0.733468972533062,0.225839267548321,0.0406917599186165
"TAMex0325.1",983,733,209,41,0.745676500508647,0.212614445574771,0.0417090539165819
"TAMex0328.2",983,837,114,32,0.85147507629705,0.115971515768057,0.0325534079348932
"TAMex0329.1",983,798,147,38,0.811800610376399,0.149542217700916,0.0386571719226857
"TAMex0330.1",983,736,220,27,0.748728382502543,0.223804679552391,0.0274669379450661
"TAMex0331.1",983,651,243,89,0.662258392675483,0.247202441505595,0.0905391658189217
"TAMex0332.2",983,718,231,34,0.730417090539166,0.23499491353001,0.034587995930824
"TAMex0333.2",983,720,222,41,0.732451678535097,0.225839267548321,0.0417090539165819
"TAMex0335.1",983,702,227,54,0.714140386571719,0.230925737538149,0.0549338758901322
"TAMex0341.2",983,811,113,59,0.825025432349949,0.114954221770092,0.0600203458799593
"TAMex0342.1",983,737,220,26,0.749745676500509,0.223804679552391,0.0264496439471007
"TAMex0344.1",983,721,223,39,0.733468972533062,0.226856561546287,0.0396744659206511
"TAMex0347.2",983,697,241,45,0.709053916581892,0.245167853509664,0.0457782299084435
"TAMex0348.2",983,776,182,25,0.78942014242116,0.185147507629705,0.0254323499491353
"TAMex0349.2",983,703,219,61,0.715157680569685,0.222787385554425,0.0620549338758901
"TAMex0350.1",983,723,241,19,0.735503560528993,0.245167853509664,0.0193285859613428
"TAMex0351.2",983,702,234,47,0.714140386571719,0.238046795523906,0.0478128179043744
"TAMex0356.1",983,709,225,49,0.721261444557477,0.228891149542218,0.0498474059003052
"TAMex0358.2",983,731,210,42,0.743641912512716,0.213631739572737,0.0427263479145473
"TAMex0359.2",983,738,211,34,0.750762970498474,0.214649033570702,0.034587995930824
"TAMex0360.3",983,711,225,47,0.723296032553408,0.228891149542218,0.0478128179043744
"TAMex0363.2",983,689,223,71,0.700915564598169,0.226856561546287,0.0722278738555443
"TAMex0364.1",983,683,252,48,0.694811800610376,0.256358087487284,0.0488301119023398
"TAMex0366.2",983,699,237,47,0.711088504577823,0.241098677517803,0.0478128179043744
"TAMex0368.2",983,710,232,41,0.722278738555443,0.236012207527976,0.0417090539165819
"TAMex0370.2",983,656,244,83,0.66734486266531,0.248219735503561,0.0844354018311292
"TAMex0372.2",983,743,214,26,0.755849440488301,0.217700915564598,0.0264496439471007
"TAMex0374.1",983,762,197,24,0.775178026449644,0.200406917599186,0.0244150559511699
"TAMex0377.1",983,715,239,29,0.72736520854527,0.243133265513733,0.0295015259409969
"TAMex0378.1",983,727,233,23,0.739572736520855,0.237029501525941,0.0233977619532045
"TAMex0379.1",983,760,208,15,0.773143438453713,0.211597151576806,0.0152594099694812
"TAMex0380.3",983,740,216,27,0.752797558494405,0.219735503560529,0.0274669379450661
"TAMex0381.1",983,830,130,23,0.844354018311292,0.132248219735504,0.0233977619532045
"TAMex0382.2",983,732,218,33,0.744659206510682,0.22177009155646,0.0335707019328586
"TAMex0383.1",983,753,171,59,0.766022380467955,0.173957273652085,0.0600203458799593
"TAMex0384.1",983,734,210,39,0.746693794506612,0.213631739572737,0.0396744659206511
"TAMex0385.1",983,714,239,30,0.726347914547304,0.243133265513733,0.0305188199389624
"TAMex0386.1",983,821,139,23,0.835198372329603,0.141403865717192,0.0233977619532045
"TAMex0387.2",983,728,213,42,0.74059003051882,0.216683621566633,0.0427263479145473
"TAMex0389.1",983,741,210,32,0.75381485249237,0.213631739572737,0.0325534079348932
"TAMex0390.1",983,727,239,17,0.739572736520855,0.243133265513733,0.017293997965412
"TAMex0391.2",983,726,241,16,0.738555442522889,0.245167853509664,0.0162767039674466
"TAMex0393.1",983,761,196,26,0.774160732451678,0.199389623601221,0.0264496439471007
"TAMex0396.1",983,744,211,28,0.756866734486267,0.214649033570702,0.0284842319430315
"TAMex0398.3",983,761,208,14,0.774160732451678,0.211597151576806,0.0142421159715158
"TAMex0400.1",983,733,214,36,0.745676500508647,0.217700915564598,0.0366225839267548
"TAMex0403.1",983,680,263,40,0.69175991861648,0.267548321464903,0.0406917599186165
"TAMex0405.1",983,728,225,30,0.74059003051882,0.228891149542218,0.0305188199389624
"TAMex0410.2",983,847,103,33,0.861648016276704,0.104781281790437,0.0335707019328586
"TAMex0412.1",983,696,244,43,0.708036622583927,0.248219735503561,0.0437436419125127
"TAMex0414.1",983,701,259,23,0.713123092573754,0.263479145473042,0.0233977619532045
"TAMex0418.1",983,693,238,52,0.70498474059003,0.242115971515768,0.0528992878942014
"TAMex0419.1",983,842,70,71,0.856561546286877,0.0712105798575788,0.0722278738555443
"TAMex0422.1",983,697,238,48,0.709053916581892,0.242115971515768,0.0488301119023398
"TAMex0424.1",983,763,193,27,0.776195320447609,0.196337741607325,0.0274669379450661
"TAMex0426.1",983,716,231,36,0.728382502543235,0.23499491353001,0.0366225839267548
"TAMex0428.1",983,738,214,31,0.750762970498474,0.217700915564598,0.0315361139369278
"TAMex0429.1",983,742,193,48,0.754832146490336,0.196337741607325,0.0488301119023398
"TAMex0431.2",983,701,239,43,0.713123092573754,0.243133265513733,0.0437436419125127
"TAMex0433.1",983,678,250,55,0.689725330620549,0.254323499491353,0.0559511698880977
"TAMex0434.1",983,721,216,46,0.733468972533062,0.219735503560529,0.046795523906409
"TAMex0438.1",983,693,244,46,0.70498474059003,0.248219735503561,0.046795523906409
"TAMex0441.1",983,728,222,33,0.74059003051882,0.225839267548321,0.0335707019328586
"TAMex0442.1",983,676,237,70,0.687690742624618,0.241098677517803,0.0712105798575788
"TAMex0444.1",983,740,188,55,0.752797558494405,0.191251271617497,0.0559511698880977
"TAMex0445.1",983,697,241,45,0.709053916581892,0.245167853509664,0.0457782299084435
"TAMex0446.1",983,768,179,36,0.781281790437436,0.182095625635809,0.0366225839267548
"TAMex0447.1",983,738,204,41,0.750762970498474,0.207527975584944,0.0417090539165819
"TAMex0448.1",983,661,246,76,0.672431332655137,0.250254323499491,0.0773143438453713
"TAMex0449.1",983,697,247,39,0.709053916581892,0.251271617497457,0.0396744659206511
"TAMex0450.1",983,771,180,32,0.784333672431333,0.183112919633774,0.0325534079348932
"TAMex0452.1",983,760,161,62,0.773143438453713,0.163784333672431,0.0630722278738555
"TAMex0455.2",983,702,238,43,0.714140386571719,0.242115971515768,0.0437436419125127
"TAMex0456.1",983,672,225,86,0.683621566632757,0.228891149542218,0.0874872838250254
"TAMex0457.1",983,681,236,66,0.692777212614446,0.240081383519837,0.0671414038657172
"TAMex0458.1",983,716,209,58,0.728382502543235,0.212614445574771,0.0590030518819939
"TAMex0462.2",983,713,230,40,0.725330620549339,0.233977619532045,0.0406917599186165
"TAMex0463.1",983,701,242,40,0.713123092573754,0.24618514750763,0.0406917599186165
"TAMex0464.2",983,655,262,66,0.666327568667345,0.266531027466938,0.0671414038657172
"TAMex0465.3",983,704,255,24,0.71617497456765,0.25940996948118,0.0244150559511699
"TAMex0470.1",983,745,198,40,0.757884028484232,0.201424211597152,0.0406917599186165
"TAMex0471.2",983,670,234,79,0.681586978636826,0.238046795523906,0.0803662258392675
"TAMex0472.2",983,705,219,59,0.717192268565615,0.222787385554425,0.0600203458799593
"TAMex0473.2",983,724,220,39,0.736520854526958,0.223804679552391,0.0396744659206511
"TAMex0474.2",983,729,212,42,0.741607324516785,0.215666327568667,0.0427263479145473
"TAMex0475.1",983,729,185,69,0.741607324516785,0.188199389623601,0.0701932858596134
"TAMex0477.1",983,702,250,31,0.714140386571719,0.254323499491353,0.0315361139369278
"TAMex0478.1",983,706,212,65,0.718209562563581,0.215666327568667,0.0661241098677518
"TAMex0480.1",983,810,144,29,0.824008138351984,0.146490335707019,0.0295015259409969
"TAMex0481.3",983,711,251,21,0.723296032553408,0.255340793489318,0.0213631739572737
"TAMex0482.2",983,673,273,37,0.684638860630722,0.277721261444557,0.0376398779247202
"TAMex0483.1",983,835,111,37,0.849440488301119,0.112919633774161,0.0376398779247202
"TAMex0485.2",983,721,185,77,0.733468972533062,0.188199389623601,0.0783316378433367
"TAMex0488.1",983,695,242,46,0.707019328585961,0.24618514750763,0.046795523906409
"TAMex0489.1",983,676,232,75,0.687690742624618,0.236012207527976,0.0762970498474059
"TAMex0490.1",983,694,210,79,0.706002034587996,0.213631739572737,0.0803662258392675
"TAMex0494.1",983,741,208,34,0.75381485249237,0.211597151576806,0.034587995930824
"TAMex0495.1",983,697,231,55,0.709053916581892,0.23499491353001,0.0559511698880977
"TAMex0497.2",983,604,201,178,0.614445574771109,0.204476093591048,0.181078331637843
"TAMex0499.1",983,731,203,49,0.743641912512716,0.206510681586979,0.0498474059003052
"TAMex0500.2",983,724,221,38,0.736520854526958,0.224821973550356,0.0386571719226857
"TAMex0501.1",983,671,267,45,0.682604272634792,0.271617497456765,0.0457782299084435
"TAMex0504.3",983,706,241,36,0.718209562563581,0.245167853509664,0.0366225839267548
"TAMex0509.1",983,679,263,41,0.690742624618515,0.267548321464903,0.0417090539165819
"TAMex0511.1",983,695,234,54,0.707019328585961,0.238046795523906,0.0549338758901322
"TAMex0512.1",983,699,233,51,0.711088504577823,0.237029501525941,0.051881993896236
"TAMex0514.1",983,757,181,45,0.770091556459817,0.18413021363174,0.0457782299084435
"TAMex0515.1",983,725,226,32,0.737538148524924,0.229908443540183,0.0325534079348932
"TAMex0516.1",983,449,136,398,0.45676500508647,0.138351983723296,0.404883011190234
"TAMex0517.1",983,667,268,48,0.67853509664293,0.27263479145473,0.0488301119023398
"TAMex0520.1",983,748,201,34,0.760935910478128,0.204476093591048,0.034587995930824
"TAMex0522.1",983,743,228,12,0.755849440488301,0.231943031536114,0.0122075279755849
"TAMex0525.1",983,724,231,28,0.736520854526958,0.23499491353001,0.0284842319430315
"TAMex0526.1",983,729,229,25,0.741607324516785,0.232960325534079,0.0254323499491353
"TAMex0528.1",983,714,230,39,0.726347914547304,0.233977619532045,0.0396744659206511
"TAMex0529.1",983,746,197,40,0.758901322482197,0.200406917599186,0.0406917599186165
"TAMex0533.1",983,706,227,50,0.718209562563581,0.230925737538149,0.0508646998982706
"TAMex0538.1",983,728,235,20,0.74059003051882,0.239064089521872,0.0203458799593082
"TAMex0539.1",983,743,217,23,0.755849440488301,0.220752797558494,0.0233977619532045
"TAMex0540.1",983,732,205,46,0.744659206510682,0.208545269582909,0.046795523906409
"TAMex0542.1",983,679,247,57,0.690742624618515,0.251271617497457,0.0579857578840285
"TAMex0544.1",983,765,191,27,0.77822990844354,0.194303153611394,0.0274669379450661
"TAMex0545.1",983,715,236,32,0.72736520854527,0.240081383519837,0.0325534079348932
"TAMex0547.1",983,749,191,43,0.761953204476094,0.194303153611394,0.0437436419125127
"TAMex0548.1",983,733,195,55,0.745676500508647,0.198372329603255,0.0559511698880977
"TAMex0549.1",983,737,218,28,0.749745676500509,0.22177009155646,0.0284842319430315
"TAMex0550.3",983,577,214,192,0.586978636826043,0.217700915564598,0.195320447609359
"TAMex0551.1",983,745,215,23,0.757884028484232,0.218718209562564,0.0233977619532045
"TAMex0554.1",983,710,233,40,0.722278738555443,0.237029501525941,0.0406917599186165
"TAMex0555.1",983,727,232,24,0.739572736520855,0.236012207527976,0.0244150559511699
"TAMex0557.1",983,721,210,52,0.733468972533062,0.213631739572737,0.0528992878942014
"TAMex0559.3",983,650,215,118,0.661241098677518,0.218718209562564,0.120040691759919
"TAMex0561.1",983,708,239,36,0.720244150559512,0.243133265513733,0.0366225839267548
"TAMex0564.1",983,694,265,24,0.706002034587996,0.269582909460834,0.0244150559511699
"TAMex0566.1",983,698,213,72,0.710071210579858,0.216683621566633,0.0732451678535097
"TAMex0567.1",983,681,232,70,0.692777212614446,0.236012207527976,0.0712105798575788
"TAMex0568.1",983,691,259,33,0.7029501525941,0.263479145473042,0.0335707019328586
"TAMex0573.1",983,698,250,35,0.710071210579858,0.254323499491353,0.0356052899287894
"TAMex0574.1",983,730,215,38,0.742624618514751,0.218718209562564,0.0386571719226857
"TAMex0575.1",983,758,183,42,0.771108850457782,0.18616480162767,0.0427263479145473
"TAMex0579.2",983,768,188,27,0.781281790437436,0.191251271617497,0.0274669379450661
"TAMex0582.1",983,743,201,39,0.755849440488301,0.204476093591048,0.0396744659206511
"TAMex0583.3",983,672,267,44,0.683621566632757,0.271617497456765,0.0447609359104781
"TAMex0585.2",983,690,266,27,0.701932858596134,0.2706002034588,0.0274669379450661
"TAMex0587.1",983,704,234,45,0.71617497456765,0.238046795523906,0.0457782299084435
"TAMex0588.2",983,722,221,40,0.734486266531027,0.224821973550356,0.0406917599186165
"TAMex0592.1",983,707,254,22,0.719226856561546,0.258392675483215,0.0223804679552391
"TAMex0594.4",983,652,241,90,0.663275686673449,0.245167853509664,0.0915564598168871
"TAMex0597.3",983,623,230,130,0.633774160732452,0.233977619532045,0.132248219735504
"TAMex0598.1",983,705,228,50,0.717192268565615,0.231943031536114,0.0508646998982706
"TAMex0599.3",983,706,248,29,0.718209562563581,0.252288911495422,0.0295015259409969
"TAMex0604.4",983,730,222,31,0.742624618514751,0.225839267548321,0.0315361139369278
"TAMex0607.3",983,746,188,49,0.758901322482197,0.191251271617497,0.0498474059003052
"TAMex0608.5",983,725,201,57,0.737538148524924,0.204476093591048,0.0579857578840285
"TAMex0610.1",983,698,219,66,0.710071210579858,0.222787385554425,0.0671414038657172
"TAMex0611.1",983,762,192,29,0.775178026449644,0.195320447609359,0.0295015259409969
"TAMex0612.2",983,694,249,40,0.706002034587996,0.253306205493388,0.0406917599186165
"TAMex0613.2",983,708,251,24,0.720244150559512,0.255340793489318,0.0244150559511699
"TAMex0614.2",983,686,241,56,0.697863682604273,0.245167853509664,0.0569684638860631
"TAMex0615.1",983,686,276,21,0.697863682604273,0.280773143438454,0.0213631739572737
"TAMex0616.2",983,717,214,52,0.7293997965412,0.217700915564598,0.0528992878942014
"TAMex0618.1",983,698,212,73,0.710071210579858,0.215666327568667,0.0742624618514751
"TAMex0619.2",983,722,234,27,0.734486266531027,0.238046795523906,0.0274669379450661
"TAMex0621.2",983,698,226,59,0.710071210579858,0.229908443540183,0.0600203458799593
"TAMex0623.2",983,711,207,65,0.723296032553408,0.21057985757884,0.0661241098677518
"TAMex0624.1",983,691,237,55,0.7029501525941,0.241098677517803,0.0559511698880977
"TAMex0625.1",983,710,222,51,0.722278738555443,0.225839267548321,0.051881993896236
"TAMex0626.2",983,849,76,58,0.863682604272635,0.0773143438453713,0.0590030518819939
